"Data","Ultimo","Apertura","Massimo","Minimo","Var. %"
"01.07.2015","0,8240","0,7740","0,8440","0,7570","7,01%"
"30.06.2015","0,7700","0,7560","0,8140","0,7420","-3,99%"
"29.06.2015","0,8020","0,9170","0,9170","0,7070","-13,30%"
"27.06.2015","0,9250","0,9250","0,9250","0,9250","0,33%"
"26.06.2015","0,9220","0,8530","0,9440","0,8430","6,84%"
"25.06.2015","0,8630","0,8240","0,8840","0,8190","2,25%"
"24.06.2015","0,8440","0,8770","0,8770","0,8080","-2,54%"
"23.06.2015","0,8660","0,9010","0,9210","0,8570","-2,04%"
"22.06.2015","0,8840","0,7930","0,8950","0,7910","16,01%"
"19.06.2015","0,7620","0,8090","0,8090","0,7430","-5,34%"
"18.06.2015","0,8050","0,7600","0,8150","0,7270","-1,11%"
"17.06.2015","0,8140","0,7970","0,8220","0,7770","1,24%"
"16.06.2015","0,8040","0,8180","0,8260","0,7500","-2,55%"
"15.06.2015","0,8250","0,8120","0,8450","0,7850","-3,17%"
"12.06.2015","0,8520","0,8680","0,9240","0,8260","-5,23%"
"11.06.2015","0,8990","0,9970","1,0350","0,8750","-9,19%"
"10.06.2015","0,9900","0,9620","1,0590","0,9510","3,77%"
"09.06.2015","0,9540","0,8800","0,9690","0,8550","7,19%"
"08.06.2015","0,8900","0,8530","0,9020","0,8210","4,58%"
"07.06.2015","0,8510","0,8510","0,8510","0,8510","0,00%"
"06.06.2015","0,8510","0,8480","0,8510","0,8480","0,24%"
"05.06.2015","0,8490","0,8540","0,9190","0,8220","2,04%"
"04.06.2015","0,8320","0,9030","0,9980","0,8130","-5,02%"
"03.06.2015","0,8760","0,7070","0,8870","0,6970","25,32%"
"02.06.2015","0,6990","0,5450","0,7020","0,5450","31,39%"
"01.06.2015","0,5320","0,4970","0,5320","0,4730","8,79%"
"31.05.2015","0,4890","0,4890","0,4890","0,4890","0,00%"
"30.05.2015","0,4890","0,4890","0,4890","0,4890","0,62%"
"29.05.2015","0,4860","0,5080","0,5260","0,4840","-9,16%"
"28.05.2015","0,5350","0,5300","0,5460","0,5120","-2,01%"
"27.05.2015","0,5460","0,5450","0,5790","0,5160","-1,09%"
"26.05.2015","0,5520","0,5890","0,6030","0,5300","-8,46%"
"22.05.2015","0,6030","0,6370","0,6390","0,5890","-5,04%"
"21.05.2015","0,6350","0,6240","0,6810","0,6030","1,28%"
"20.05.2015","0,6270","0,6080","0,6300","0,5710","2,45%"
"19.05.2015","0,6120","0,6520","0,6520","0,5550","-5,56%"
"18.05.2015","0,6480","0,6510","0,6710","0,6240","1,41%"
"15.05.2015","0,6390","0,6830","0,6920","0,6320","-8,71%"
"14.05.2015","0,7000","0,7580","0,7740","0,6800","-2,91%"
"13.05.2015","0,7210","0,6850","0,7240","0,5990","5,87%"
"12.05.2015","0,6810","0,6680","0,7400","0,6420","13,69%"
"11.05.2015","0,5990","0,5340","0,6190","0,5200","9,91%"
"08.05.2015","0,5450","0,5750","0,6360","0,5260","-8,56%"
"07.05.2015","0,5960","0,6140","0,7960","0,5790","1,53%"
"06.05.2015","0,5870","0,5280","0,6010","0,5130","13,32%"
"05.05.2015","0,5180","0,4550","0,5350","0,4060","14,60%"
"04.05.2015","0,4520","0,3790","0,4550","0,3620","24,18%"
"30.04.2015","0,3640","0,2840","0,3860","0,2730","28,17%"
"29.04.2015","0,2840","0,1680","0,2910","0,1650","74,23%"
"28.04.2015","0,1630","0,1610","0,1730","0,1410","-0,61%"
"27.04.2015","0,1640","0,1440","0,1740","0,1340","8,61%"
"25.04.2015","0,1510","0,1520","0,1520","0,1510","-4,43%"
"24.04.2015","0,1580","0,1630","0,1820","0,1480","-2,47%"
"23.04.2015","0,1620","0,1580","0,1730","0,1330","1,25%"
"22.04.2015","0,1600","0,1040","0,1640","0,0900","55,34%"
"21.04.2015","0,1030","0,0780","0,1070","0,0670","33,77%"
"20.04.2015","0,0770","0,0710","0,0820","0,0630","-2,53%"
"17.04.2015","0,0790","0,0810","0,0860","0,0490","-7,06%"
"16.04.2015","0,0850","0,1080","0,1110","0,0720","-22,02%"
"15.04.2015","0,1090","0,1410","0,1460","0,1050","-22,14%"
"14.04.2015","0,1400","0,1460","0,1560","0,1300","-10,83%"
"13.04.2015","0,1570","0,1540","0,1710","0,1420","-1,87%"
"12.04.2015","0,1600","0,1600","0,1600","0,1600","2,56%"
"10.04.2015","0,1560","0,1680","0,1720","0,1440","-1,27%"
"09.04.2015","0,1580","0,1610","0,1690","0,1400","-5,39%"
"08.04.2015","0,1670","0,1740","0,1740","0,1560","-10,70%"
"07.04.2015","0,1870","0,1830","0,1970","0,1750","-4,10%"
"03.04.2015","0,1950","0,1890","0,1950","0,1890","6,56%"
"02.04.2015","0,1830","0,1730","0,1900","0,1600","6,40%"
"01.04.2015","0,1720","0,1860","0,2010","0,1520","-7,03%"
"31.03.2015","0,1850","0,2040","0,2180","0,1770","-13,55%"
"30.03.2015","0,2140","0,2060","0,2140","0,1780","2,39%"
"28.03.2015","0,2090","0,2090","0,2090","0,2090","0,00%"
"27.03.2015","0,2090","0,2120","0,2390","0,2010","-4,57%"
"26.03.2015","0,2190","0,2270","0,2330","0,2040","-0,45%"
"25.03.2015","0,2200","0,2230","0,2380","0,2060","-5,98%"
"24.03.2015","0,2340","0,2150","0,2400","0,1970","6,85%"
"23.03.2015","0,2190","0,1800","0,2300","0,1710","18,38%"
"20.03.2015","0,1850","0,1850","0,1980","0,1680","-1,60%"
"19.03.2015","0,1880","0,1720","0,2080","0,1710","-3,59%"
"18.03.2015","0,1950","0,2710","0,2800","0,1910","-30,60%"
"17.03.2015","0,2810","0,2680","0,2910","0,2650","1,08%"
"16.03.2015","0,2780","0,2510","0,2940","0,2500","7,34%"
"15.03.2015","0,2590","0,2590","0,2590","0,2590","0,00%"
"14.03.2015","0,2590","0,2590","0,2590","0,2590","0,00%"
"13.03.2015","0,2590","0,2490","0,2810","0,2360","4,44%"
"12.03.2015","0,2480","0,2010","0,2560","0,1870","21,57%"
"11.03.2015","0,2040","0,2260","0,2430","0,1920","-14,29%"
"10.03.2015","0,2380","0,3140","0,3200","0,2300","-22,73%"
"09.03.2015","0,3080","0,3970","0,3980","0,3080","-21,83%"
"07.03.2015","0,3940","0,3940","0,3940","0,3940","-1,50%"
"06.03.2015","0,4000","0,3450","0,4040","0,3300","11,73%"
"05.03.2015","0,3580","0,3810","0,4290","0,3220","-6,04%"
"04.03.2015","0,3810","0,3800","0,3870","0,3590","4,38%"
"03.03.2015","0,3650","0,3550","0,3730","0,3420","2,82%"
"02.03.2015","0,3550","0,3260","0,3600","0,3140","9,91%"
"28.02.2015","0,3230","0,3230","0,3230","0,3230","-0,31%"
"27.02.2015","0,3240","0,3060","0,3460","0,3040","7,28%"
"26.02.2015","0,3020","0,3230","0,3240","0,2840","-9,04%"
"25.02.2015","0,3320","0,3640","0,3690","0,3200","-11,23%"
"24.02.2015","0,3740","0,3590","0,3930","0,3590","2,19%"
"23.02.2015","0,3660","0,3850","0,3950","0,3580","-1,61%"
"20.02.2015","0,3720","0,3820","0,3930","0,3360","-2,36%"
"19.02.2015","0,3810","0,3720","0,4040","0,3570","-0,52%"
"18.02.2015","0,3830","0,3790","0,4090","0,3650","3,51%"
"17.02.2015","0,3700","0,3510","0,3820","0,3170","5,71%"
"16.02.2015","0,3500","0,3520","0,3650","0,3390","-1,41%"
"14.02.2015","0,3550","0,3550","0,3550","0,3550","1,72%"
"13.02.2015","0,3490","0,3280","0,3630","0,3260","7,38%"
"12.02.2015","0,3250","0,3520","0,3820","0,3180","-9,22%"
"11.02.2015","0,3580","0,3660","0,3770","0,3530","-3,24%"
"10.02.2015","0,3700","0,3680","0,4010","0,3490","4,52%"
"09.02.2015","0,3540","0,3710","0,3800","0,3240","-5,09%"
"08.02.2015","0,3730","0,3730","0,3730","0,3730","0,00%"
"07.02.2015","0,3730","0,3730","0,3730","0,3730","-0,27%"
"06.02.2015","0,3740","0,3610","0,3870","0,3370","-1,06%"
"05.02.2015","0,3780","0,3300","0,3910","0,3250","3,56%"
"04.02.2015","0,3650","0,3650","0,3800","0,3360","5,19%"
"03.02.2015","0,3470","0,3100","0,3570","0,3070","11,94%"
"02.02.2015","0,3100","0,3160","0,3230","0,2990","1,97%"
"01.02.2015","0,3040","0,3040","0,3040","0,3040","-2,88%"
"30.01.2015","0,3130","0,3580","0,3670","0,3060","-12,32%"
"29.01.2015","0,3570","0,3340","0,3670","0,3290","0,56%"
"28.01.2015","0,3550","0,3980","0,4240","0,3500","-7,79%"
"27.01.2015","0,3850","0,3880","0,4010","0,3720","-2,04%"
"26.01.2015","0,3930","0,3540","0,3980","0,3420","7,38%"
"23.01.2015","0,3660","0,4440","0,4460","0,3460","-19,38%"
"22.01.2015","0,4540","0,5300","0,5840","0,4300","-12,52%"
"21.01.2015","0,5190","0,4490","0,5250","0,4430","15,08%"
"20.01.2015","0,4510","0,4460","0,4630","0,4320","2,27%"
"19.01.2015","0,4410","0,4600","0,4720","0,4330","-3,71%"
"16.01.2015","0,4580","0,4660","0,4730","0,4380","10,36%"
"15.01.2015","0,4150","0,4500","0,4540","0,4020","-3,94%"
"14.01.2015","0,4320","0,4580","0,4660","0,4240","-9,43%"
"13.01.2015","0,4770","0,4790","0,4880","0,4560","-0,62%"
"12.01.2015","0,4800","0,4930","0,5130","0,4660","-0,41%"
"09.01.2015","0,4820","0,5060","0,5270","0,4790","-5,86%"
"08.01.2015","0,5120","0,4850","0,5160","0,4740","8,47%"
"07.01.2015","0,4720","0,4640","0,4860","0,4320","4,19%"
"06.01.2015","0,4530","0,5070","0,5140","0,4420","-11,70%"
"05.01.2015","0,5130","0,4990","0,5220","0,4920","3,01%"
"02.01.2015","0,4980","0,5460","0,5550","0,4930","-7,95%"
