"Data","Ultimo","Apertura","Massimo","Minimo","Var. %"
"03.12.2020","-0,5480","-0,5280","-0,5170","-0,5520","5,18%"
"02.12.2020","-0,5210","-0,5180","-0,5050","-0,5320","-0,57%"
"01.12.2020","-0,5240","-0,5720","-0,5160","-0,5820","-8,23%"
"30.11.2020","-0,5710","-0,5860","-0,5620","-0,6000","-2,39%"
"27.11.2020","-0,5850","-0,5880","-0,5730","-0,5950","-0,34%"
"26.11.2020","-0,5870","-0,5660","-0,5560","-0,5890","2,62%"
"25.11.2020","-0,5720","-0,5610","-0,5460","-0,5810","1,24%"
"24.11.2020","-0,5650","-0,5620","-0,5580","-0,5810","-2,25%"
"23.11.2020","-0,5780","-0,5900","-0,5620","-0,5920","-1,03%"
"21.11.2020","-0,5840","-0,5840","-0,5840","-0,5840","0,17%"
"20.11.2020","-0,5830","-0,5720","-0,5620","-0,5880","2,46%"
"19.11.2020","-0,5690","-0,5600","-0,5510","-0,5760","2,71%"
"18.11.2020","-0,5540","-0,5770","-0,5440","-0,5790","-1,25%"
"17.11.2020","-0,5610","-0,5440","-0,5350","-0,5660","2,94%"
"16.11.2020","-0,5450","-0,5540","-0,5090","-0,5690","-0,55%"
"13.11.2020","-0,5480","-0,5460","-0,5300","-0,5620","2,43%"
"12.11.2020","-0,5350","-0,5220","-0,4970","-0,5350","6,36%"
"11.11.2020","-0,5030","-0,4830","-0,4560","-0,5140","4,79%"
"10.11.2020","-0,4800","-0,5160","-0,4730","-0,5190","-5,51%"
"09.11.2020","-0,5080","-0,6190","-0,4960","-0,6440","-17,67%"
"06.11.2020","-0,6170","-0,6370","-0,6010","-0,6470","-2,68%"
"05.11.2020","-0,6340","-0,6460","-0,6170","-0,6580","-0,63%"
"04.11.2020","-0,6380","-0,6450","-0,6150","-0,6710","2,74%"
"03.11.2020","-0,6210","-0,6320","-0,6010","-0,6380","-2,66%"
"02.11.2020","-0,6380","-0,6260","-0,6070","-0,6390","2,08%"
"30.10.2020","-0,6250","-0,6390","-0,6060","-0,6390","-1,88%"
"29.10.2020","-0,6370","-0,6110","-0,6110","-0,6460","1,43%"
"28.10.2020","-0,6280","-0,6210","-0,6100","-0,6460","2,61%"
"27.10.2020","-0,6120","-0,5760","-0,5660","-0,6150","7,18%"
"26.10.2020","-0,5710","-0,5880","-0,5520","-0,5970","-0,17%"
"23.10.2020","-0,5720","-0,5710","-0,5450","-0,5840","0,70%"
"22.10.2020","-0,5680","-0,5860","-0,5560","-0,5980","-3,40%"
"21.10.2020","-0,5880","-0,5780","-0,5680","-0,6060","-2,49%"
"20.10.2020","-0,6030","-0,6270","-0,5900","-0,6330","-3,83%"
"19.10.2020","-0,6270","-0,6200","-0,6000","-0,6280","0,64%"
"16.10.2020","-0,6230","-0,6130","-0,6040","-0,6370","1,96%"
"15.10.2020","-0,6110","-0,5840","-0,5720","-0,6370","6,26%"
"14.10.2020","-0,5750","-0,5590","-0,5520","-0,5860","3,79%"
"13.10.2020","-0,5540","-0,5440","-0,5340","-0,5610","2,03%"
"12.10.2020","-0,5430","-0,5380","-0,5270","-0,5460","2,07%"
"09.10.2020","-0,5320","-0,5260","-0,5230","-0,5470","2,11%"
"08.10.2020","-0,5210","-0,4960","-0,4860","-0,5250","5,68%"
"07.10.2020","-0,4930","-0,5170","-0,4790","-0,5280","-2,76%"
"06.10.2020","-0,5070","-0,5070","-0,4920","-0,5190","-0,98%"
"05.10.2020","-0,5120","-0,5370","-0,5010","-0,5490","-4,66%"
"03.10.2020","-0,5370","-0,5370","-0,5370","-0,5370","0,56%"
"02.10.2020","-0,5340","-0,5420","-0,5240","-0,5550","1,14%"
"01.10.2020","-0,5280","-0,5120","-0,4970","-0,5370","1,34%"
"30.09.2020","-0,5210","-0,5450","-0,5140","-0,5520","-3,87%"
"29.09.2020","-0,5420","-0,5250","-0,5240","-0,5460","3,04%"
"28.09.2020","-0,5260","-0,5230","-0,5010","-0,5300","0,19%"
"25.09.2020","-0,5250","-0,4990","-0,4930","-0,5310","3,75%"
"24.09.2020","-0,5060","-0,5110","-0,4990","-0,5300","0,80%"
"23.09.2020","-0,5020","-0,5110","-0,4910","-0,5250","0,00%"
"22.09.2020","-0,5020","-0,5200","-0,4950","-0,5310","-4,74%"
"21.09.2020","-0,5270","-0,4890","-0,4750","-0,5390","8,21%"
"19.09.2020","-0,4870","-0,4870","-0,4870","-0,4870","0,83%"
"18.09.2020","-0,4830","-0,4850","-0,4730","-0,5110","-1,83%"
"17.09.2020","-0,4920","-0,4850","-0,4610","-0,5120","2,29%"
"16.09.2020","-0,4810","-0,4790","-0,4720","-0,5010","0,00%"
"15.09.2020","-0,4810","-0,4850","-0,4620","-0,4910","0,84%"
"14.09.2020","-0,4770","-0,4840","-0,4730","-0,5020","-1,24%"
"11.09.2020","-0,4830","-0,4550","-0,4470","-0,4840","13,38%"
"10.09.2020","-0,4260","-0,4560","-0,4170","-0,4770","-7,59%"
"09.09.2020","-0,4610","-0,4920","-0,4510","-0,5080","-6,68%"
"08.09.2020","-0,4940","-0,4650","-0,4500","-0,5060","7,39%"
"07.09.2020","-0,4600","-0,4390","-0,4360","-0,4820","-3,77%"
"04.09.2020","-0,4780","-0,4790","-0,4610","-0,4950","-2,45%"
"03.09.2020","-0,4900","-0,4780","-0,4540","-0,5020","3,59%"
"02.09.2020","-0,4730","-0,4300","-0,4240","-0,4760","13,98%"
"01.09.2020","-0,4150","-0,3950","-0,3720","-0,4190","4,27%"
"31.08.2020","-0,3980","-0,4120","-0,3750","-0,4150","-2,21%"
"28.08.2020","-0,4070","-0,3860","-0,3720","-0,4170","0,99%"
"27.08.2020","-0,4030","-0,4160","-0,3840","-0,4710","-1,95%"
"26.08.2020","-0,4110","-0,4250","-0,3940","-0,4270","-3,52%"
"25.08.2020","-0,4260","-0,4900","-0,4120","-0,4910","-13,77%"
"24.08.2020","-0,4940","-0,5110","-0,4760","-0,5130","-2,76%"
"21.08.2020","-0,5080","-0,4910","-0,4840","-0,5230","2,63%"
"20.08.2020","-0,4950","-0,4710","-0,4620","-0,5120","4,21%"
"19.08.2020","-0,4750","-0,4580","-0,4580","-0,4930","4,17%"
"18.08.2020","-0,4560","-0,4500","-0,4370","-0,4700","0,66%"
"17.08.2020","-0,4530","-0,4180","-0,4120","-0,4550","8,11%"
"14.08.2020","-0,4190","-0,3970","-0,3920","-0,4260","2,20%"
"13.08.2020","-0,4100","-0,4570","-0,3960","-0,4690","-8,69%"
"12.08.2020","-0,4490","-0,4800","-0,4280","-0,4810","-4,87%"
"11.08.2020","-0,4720","-0,5160","-0,4630","-0,5270","-10,10%"
"10.08.2020","-0,5250","-0,5000","-0,4860","-0,5350","3,96%"
"07.08.2020","-0,5050","-0,5330","-0,5030","-0,5430","-6,31%"
"06.08.2020","-0,5390","-0,5120","-0,4910","-0,5500","6,52%"
"05.08.2020","-0,5060","-0,5490","-0,4960","-0,5580","-8,00%"
"04.08.2020","-0,5500","-0,5250","-0,5100","-0,5600","5,16%"
"03.08.2020","-0,5230","-0,5220","-0,5000","-0,5330","-1,51%"
"31.07.2020","-0,5310","-0,5600","-0,5160","-0,5610","-2,57%"
"30.07.2020","-0,5450","-0,5050","-0,5000","-0,5530","9,22%"
"29.07.2020","-0,4990","-0,5150","-0,4880","-0,5210","-2,16%"
"28.07.2020","-0,5100","-0,4760","-0,4700","-0,5170","3,66%"
"27.07.2020","-0,4920","-0,4490","-0,4320","-0,4930","10,56%"
"24.07.2020","-0,4450","-0,4900","-0,4320","-0,4990","-7,68%"
"23.07.2020","-0,4820","-0,4870","-0,4700","-0,4940","-2,23%"
"22.07.2020","-0,4930","-0,4580","-0,4450","-0,4980","6,71%"
"21.07.2020","-0,4620","-0,4440","-0,4380","-0,4670","-0,22%"
"20.07.2020","-0,4630","-0,4440","-0,4180","-0,4720","2,32%"
"19.07.2020","-0,4525","-0,4525","-0,4525","-0,4525","-0,55%"
"17.07.2020","-0,4550","-0,4670","-0,4470","-0,4800","-2,99%"
"16.07.2020","-0,4690","-0,4430","-0,4340","-0,4810","5,87%"
"15.07.2020","-0,4430","-0,4400","-0,4230","-0,4630","-0,89%"
"14.07.2020","-0,4470","-0,4190","-0,4120","-0,4490","7,45%"
"13.07.2020","-0,4160","-0,4540","-0,4000","-0,4650","-11,11%"
"10.07.2020","-0,4680","-0,4710","-0,4640","-0,4920","1,96%"
"09.07.2020","-0,4590","-0,4390","-0,4270","-0,4720","4,56%"
"08.07.2020","-0,4390","-0,4330","-0,4220","-0,4570","2,33%"
"07.07.2020","-0,4290","-0,4300","-0,4110","-0,4570","-0,69%"
"06.07.2020","-0,4320","-0,4260","-0,4090","-0,4430","0,00%"
"03.07.2020","-0,4320","-0,4330","-0,4220","-0,4480","0,70%"
"02.07.2020","-0,4290","-0,3900","-0,3820","-0,4360","8,06%"
"01.07.2020","-0,3970","-0,4550","-0,3840","-0,4550","-12,36%"
"30.06.2020","-0,4530","-0,4710","-0,4520","-0,4880","-3,62%"
"29.06.2020","-0,4700","-0,4740","-0,4560","-0,4770","-2,49%"
"27.06.2020","-0,4820","-0,4830","-0,4820","-0,4830","0,21%"
"26.06.2020","-0,4810","-0,4620","-0,4600","-0,4840","3,44%"
"25.06.2020","-0,4650","-0,4400","-0,4400","-0,4800","5,92%"
"24.06.2020","-0,4390","-0,4080","-0,3830","-0,4440","8,40%"
"23.06.2020","-0,4050","-0,4340","-0,3990","-0,4390","-7,11%"
"22.06.2020","-0,4360","-0,4140","-0,4080","-0,4590","5,06%"
"19.06.2020","-0,4150","-0,4110","-0,3900","-0,4200","-6,11%"
"18.06.2020","-0,4420","-0,4280","-0,4170","-0,4540","3,76%"
"17.06.2020","-0,4260","-0,4280","-0,3940","-0,4460","-0,47%"
"16.06.2020","-0,4280","-0,4180","-0,4050","-0,4430","-3,60%"
"15.06.2020","-0,4440","-0,4520","-0,4360","-0,4700","-0,45%"
"13.06.2020","-0,4460","-0,4460","-0,4460","-0,4460","1,83%"
"12.06.2020","-0,4380","-0,4120","-0,4040","-0,4470","6,05%"
"11.06.2020","-0,4130","-0,3730","-0,3640","-0,4310","25,53%"
"10.06.2020","-0,3290","-0,3100","-0,3020","-0,3360","5,79%"
"09.06.2020","-0,3110","-0,3220","-0,3030","-0,3450","-2,20%"
"08.06.2020","-0,3180","-0,2790","-0,2670","-0,3220","14,80%"
"05.06.2020","-0,2770","-0,3220","-0,2570","-0,3240","-13,98%"
"04.06.2020","-0,3220","-0,3430","-0,3030","-0,3720","-9,30%"
"03.06.2020","-0,3550","-0,3850","-0,3400","-0,4120","-14,25%"
"02.06.2020","-0,4140","-0,4160","-0,3970","-0,4300","2,73%"
"01.06.2020","-0,4030","-0,4370","-0,3830","-0,4370","-10,04%"
"29.05.2020","-0,4480","-0,4350","-0,4190","-0,4580","6,92%"
"28.05.2020","-0,4190","-0,4140","-0,3990","-0,4400","1,21%"
"27.05.2020","-0,4140","-0,4330","-0,3860","-0,4560","-3,72%"
"26.05.2020","-0,4300","-0,4840","-0,4190","-0,4840","-12,96%"
"25.05.2020","-0,4940","-0,4880","-0,4830","-0,5030","1,23%"
"22.05.2020","-0,4880","-0,5090","-0,4820","-0,5200","-1,41%"
"21.05.2020","-0,4950","-0,4840","-0,4580","-0,5020","5,77%"
"20.05.2020","-0,4680","-0,4630","-0,4480","-0,4770","0,86%"
"19.05.2020","-0,4640","-0,4730","-0,4340","-0,4900","-1,69%"
"18.05.2020","-0,4720","-0,5370","-0,4560","-0,5560","-10,61%"
"15.05.2020","-0,5280","-0,5330","-0,5240","-0,5660","-2,58%"
"14.05.2020","-0,5420","-0,5500","-0,5170","-0,5570","2,85%"
"13.05.2020","-0,5270","-0,5080","-0,5080","-0,5470","3,94%"
"12.05.2020","-0,5070","-0,5040","-0,4730","-0,5130","-1,17%"
"11.05.2020","-0,5130","-0,5290","-0,5000","-0,5370","-4,65%"
"08.05.2020","-0,5380","-0,5450","-0,5280","-0,5700","-1,47%"
"07.05.2020","-0,5460","-0,5050","-0,4790","-0,5530","8,55%"
"06.05.2020","-0,5030","-0,5590","-0,5020","-0,5680","-12,82%"
"05.05.2020","-0,5770","-0,5550","-0,5170","-0,5910","2,85%"
"04.05.2020","-0,5610","-0,5890","-0,5370","-0,5930","-4,27%"
"01.05.2020","-0,5860","-0,5855","-0,5720","-0,5860","-0,51%"
"30.04.2020","-0,5890","-0,4960","-0,4920","-0,5930","19,23%"
"29.04.2020","-0,4940","-0,4660","-0,4610","-0,5070","5,33%"
"28.04.2020","-0,4690","-0,4470","-0,4210","-0,4760","3,99%"
"27.04.2020","-0,4510","-0,4740","-0,4320","-0,4810","-4,85%"
"24.04.2020","-0,4740","-0,4650","-0,4440","-0,4780","12,32%"
"23.04.2020","-0,4220","-0,4190","-0,3760","-0,4420","3,69%"
"22.04.2020","-0,4070","-0,4810","-0,4060","-0,4860","-14,32%"
"21.04.2020","-0,4750","-0,4690","-0,4540","-0,5100","6,03%"
"20.04.2020","-0,4480","-0,4760","-0,4380","-0,4950","-5,08%"
"17.04.2020","-0,4720","-0,4500","-0,4500","-0,4880","0,21%"
"16.04.2020","-0,4710","-0,4450","-0,4250","-0,4860","1,95%"
"15.04.2020","-0,4620","-0,3770","-0,3770","-0,4770","22,55%"
"14.04.2020","-0,3770","-0,3220","-0,3140","-0,4020","7,87%"
"13.04.2020","-0,3495","-0,3495","-0,3495","-0,3495","1,30%"
"09.04.2020","-0,3450","-0,3150","-0,2870","-0,3600","11,65%"
"08.04.2020","-0,3090","-0,3600","-0,2890","-0,3720","-0,32%"
"07.04.2020","-0,3100","-0,4030","-0,3040","-0,4060","-26,89%"
"06.04.2020","-0,4240","-0,4120","-0,3910","-0,4330","-3,85%"
"03.04.2020","-0,4410","-0,4410","-0,4250","-0,4600","1,15%"
"02.04.2020","-0,4360","-0,4540","-0,4060","-0,4580","-5,83%"
"01.04.2020","-0,4630","-0,5100","-0,4510","-0,5290","-1,28%"
"31.03.2020","-0,4690","-0,4970","-0,4530","-0,5090","-5,44%"
"30.03.2020","-0,4960","-0,4760","-0,4720","-0,5520","4,42%"
"27.03.2020","-0,4750","-0,3940","-0,3880","-0,5020","31,94%"
"26.03.2020","-0,3600","-0,2880","-0,2860","-0,3840","36,36%"
"25.03.2020","-0,2640","-0,3350","-0,2570","-0,3480","-18,77%"
"24.03.2020","-0,3250","-0,3600","-0,3140","-0,3770","-13,79%"
"23.03.2020","-0,3770","-0,3350","-0,3330","-0,4030","15,64%"
"20.03.2020","-0,3260","-0,2540","-0,2360","-0,3410","69,79%"
"19.03.2020","-0,1920","-0,3650","-0,1420","-0,3840","-16,52%"
"18.03.2020","-0,2300","-0,3830","-0,2000","-0,3870","-46,76%"
"17.03.2020","-0,4320","-0,4310","-0,3730","-0,4750","-6,29%"
"16.03.2020","-0,4610","-0,5980","-0,4490","-0,6010","-15,88%"
"13.03.2020","-0,5480","-0,6730","-0,5390","-0,6830","-26,24%"
"12.03.2020","-0,7430","-0,7910","-0,7090","-0,8020","-0,40%"
"11.03.2020","-0,7460","-0,7920","-0,7340","-0,8180","-6,87%"
"10.03.2020","-0,8010","-0,7330","-0,7030","-0,8190","-6,21%"
"09.03.2020","-0,8540","-0,7950","-0,7950","-0,9090","19,86%"
"07.03.2020","-0,7125","-0,7125","-0,7125","-0,7125","-0,07%"
"06.03.2020","-0,7130","-0,7060","-0,6990","-0,7460","4,39%"
"05.03.2020","-0,6830","-0,6200","-0,6100","-0,6890","7,05%"
"04.03.2020","-0,6380","-0,6430","-0,6090","-0,6480","1,75%"
"03.03.2020","-0,6270","-0,6120","-0,5690","-0,6420","0,97%"
"02.03.2020","-0,6210","-0,6190","-0,5780","-0,6670","2,14%"
"28.02.2020","-0,6080","-0,5730","-0,5690","-0,6270","12,38%"
"27.02.2020","-0,5410","-0,5180","-0,5040","-0,5670","6,92%"
"26.02.2020","-0,5060","-0,5090","-0,4720","-0,5310","-0,78%"
"25.02.2020","-0,5100","-0,4680","-0,4650","-0,5200","6,25%"
"24.02.2020","-0,4800","-0,4660","-0,4560","-0,5000","12,15%"
"21.02.2020","-0,4280","-0,4520","-0,4270","-0,4650","-3,39%"
"20.02.2020","-0,4430","-0,4190","-0,4100","-0,4470","5,48%"
"19.02.2020","-0,4200","-0,4030","-0,3910","-0,4230","3,45%"
"18.02.2020","-0,4060","-0,4210","-0,3910","-0,4320","1,25%"
"17.02.2020","-0,4010","-0,3910","-0,3780","-0,4070","0,00%"
"14.02.2020","-0,4010","-0,3930","-0,3790","-0,4110","3,89%"
"13.02.2020","-0,3860","-0,3990","-0,3750","-0,4140","2,93%"
"12.02.2020","-0,3750","-0,3760","-0,3550","-0,3860","-4,34%"
"11.02.2020","-0,3920","-0,3970","-0,3800","-0,4080","-4,62%"
"10.02.2020","-0,4110","-0,3790","-0,3770","-0,4130","6,75%"
"07.02.2020","-0,3850","-0,3690","-0,3680","-0,4000","4,90%"
"06.02.2020","-0,3670","-0,3550","-0,3390","-0,3700","1,94%"
"05.02.2020","-0,3600","-0,4060","-0,3550","-0,4160","-9,32%"
"04.02.2020","-0,3970","-0,4270","-0,3910","-0,4340","-10,38%"
"03.02.2020","-0,4430","-0,4310","-0,4300","-0,4470","2,07%"
"31.01.2020","-0,4340","-0,3990","-0,3970","-0,4450","7,16%"
"30.01.2020","-0,4050","-0,3950","-0,3910","-0,4130","7,14%"
"29.01.2020","-0,3780","-0,3520","-0,3500","-0,3840","-0,26%"
"28.01.2020","-0,3790","-0,3770","-0,3760","-0,4040","-1,56%"
"27.01.2020","-0,3850","-0,3350","-0,3330","-0,3910","14,58%"
"24.01.2020","-0,3360","-0,2990","-0,2800","-0,3370","9,80%"
"23.01.2020","-0,3060","-0,2600","-0,2580","-0,3130","17,24%"
"22.01.2020","-0,2610","-0,2380","-0,2380","-0,2740","5,67%"
"21.01.2020","-0,2470","-0,2340","-0,2080","-0,2560","13,30%"
"20.01.2020","-0,2180","-0,2140","-0,2050","-0,2220","1,87%"
"17.01.2020","-0,2140","-0,2050","-0,2010","-0,2260","-0,93%"
"16.01.2020","-0,2160","-0,2000","-0,1950","-0,2250","9,09%"
"15.01.2020","-0,1980","-0,1710","-0,1690","-0,2230","-4,35%"
"14.01.2020","-0,2070","-0,1910","-0,1880","-0,2150","6,15%"
"13.01.2020","-0,1950","-0,2330","-0,1900","-0,2360","-17,02%"
"10.01.2020","-0,2350","-0,2240","-0,2010","-0,2390","7,80%"
"09.01.2020","-0,2180","-0,2330","-0,2130","-0,2460","-9,92%"
"08.01.2020","-0,2420","-0,2960","-0,2390","-0,2990","-14,49%"
"07.01.2020","-0,2830","-0,2800","-0,2690","-0,2970","-1,05%"
"06.01.2020","-0,2860","-0,2930","-0,2790","-0,3110","2,14%"
"03.01.2020","-0,2800","-0,2520","-0,2480","-0,3020","26,70%"
"02.01.2020","-0,2210","-0,1800","-0,1570","-0,2390","18,18%"
"31.12.2019","-0,1870","-0,1870","-0,1870","-0,1870","2,75%"
"30.12.2019","-0,1820","-0,2510","-0,1720","-0,2520","-27,78%"
"27.12.2019","-0,2520","-0,2590","-0,2370","-0,2590","2,86%"
"26.12.2019","-0,2450","-0,2460","-0,2450","-0,2460","0,00%"
"25.12.2019","-0,2450","-0,2460","-0,2450","-0,2460","0,20%"
"24.12.2019","-0,2445","-0,2460","-0,2445","-0,2460","2,30%"
"23.12.2019","-0,2390","-0,2560","-0,2350","-0,2720","-4,40%"
"20.12.2019","-0,2500","-0,2360","-0,2180","-0,2530","6,84%"
"19.12.2019","-0,2340","-0,2470","-0,2080","-0,2510","-5,65%"
"18.12.2019","-0,2480","-0,2920","-0,2370","-0,3060","-15,36%"
"17.12.2019","-0,2930","-0,2940","-0,2760","-0,2990","6,55%"
"16.12.2019","-0,2750","-0,2840","-0,2660","-0,3080","-5,17%"
"13.12.2019","-0,2900","-0,2210","-0,2150","-0,2970","7,81%"
"12.12.2019","-0,2690","-0,3250","-0,2590","-0,3420","-16,46%"
"11.12.2019","-0,3220","-0,2960","-0,2930","-0,3230","8,78%"
"10.12.2019","-0,2960","-0,3050","-0,2830","-0,3110","-3,58%"
"09.12.2019","-0,3070","-0,2890","-0,2870","-0,3220","6,97%"
"06.12.2019","-0,2870","-0,2930","-0,2720","-0,3120","-3,37%"
"05.12.2019","-0,2970","-0,3300","-0,2760","-0,3300","-5,11%"
"04.12.2019","-0,3130","-0,3450","-0,3130","-0,3650","-10,06%"
"03.12.2019","-0,3480","-0,2690","-0,2600","-0,3520","24,29%"
"02.12.2019","-0,2800","-0,3230","-0,2690","-0,3230","-22,22%"
"29.11.2019","-0,3600","-0,3630","-0,3400","-0,3740","0,00%"
"28.11.2019","-0,3600","-0,3700","-0,3560","-0,3860","-3,23%"
"27.11.2019","-0,3720","-0,3700","-0,3550","-0,3810","0,27%"
"26.11.2019","-0,3710","-0,3520","-0,3390","-0,3790","6,30%"
"25.11.2019","-0,3490","-0,3560","-0,3430","-0,3620","-2,79%"
"22.11.2019","-0,3590","-0,3210","-0,3030","-0,3650","10,12%"
"21.11.2019","-0,3260","-0,3550","-0,3200","-0,3610","-6,05%"
"20.11.2019","-0,3470","-0,3630","-0,3460","-0,3840","2,36%"
"19.11.2019","-0,3390","-0,3360","-0,3230","-0,3430","0,89%"
"18.11.2019","-0,3360","-0,3360","-0,3140","-0,3520","0,30%"
"16.11.2019","-0,3350","-0,3360","-0,3350","-0,3360","0,00%"
"15.11.2019","-0,3350","-0,3250","-0,3250","-0,3480","-4,29%"
"14.11.2019","-0,3500","-0,3030","-0,3000","-0,3530","17,45%"
"13.11.2019","-0,2980","-0,2570","-0,2530","-0,3080","18,25%"
"12.11.2019","-0,2520","-0,2360","-0,2270","-0,2560","3,28%"
"11.11.2019","-0,2440","-0,2680","-0,2410","-0,2740","-8,79%"
"09.11.2019","-0,2675","-0,2675","-0,2675","-0,2675","2,49%"
"08.11.2019","-0,2610","-0,2540","-0,2180","-0,2700","11,54%"
"07.11.2019","-0,2340","-0,3330","-0,2320","-0,3420","-29,94%"
"06.11.2019","-0,3340","-0,3100","-0,2950","-0,3350","8,09%"
"05.11.2019","-0,3090","-0,3390","-0,3020","-0,3450","-11,46%"
"04.11.2019","-0,3490","-0,3770","-0,3450","-0,3770","-8,40%"
"01.11.2019","-0,3810","-0,4070","-0,3740","-0,4170","-5,46%"
"31.10.2019","-0,4030","-0,3730","-0,3730","-0,4210","13,52%"
"30.10.2019","-0,3550","-0,3550","-0,3370","-0,3690","1,14%"
"29.10.2019","-0,3510","-0,3320","-0,3270","-0,3590","6,04%"
"28.10.2019","-0,3310","-0,3590","-0,3200","-0,3750","-9,07%"
"25.10.2019","-0,3640","-0,3970","-0,3570","-0,4030","-10,34%"
"24.10.2019","-0,4060","-0,3880","-0,3600","-0,4150","4,10%"
"23.10.2019","-0,3900","-0,3870","-0,3840","-0,4140","6,27%"
"22.10.2019","-0,3670","-0,3400","-0,3360","-0,3820","6,38%"
"21.10.2019","-0,3450","-0,3760","-0,3340","-0,3780","-9,21%"
"18.10.2019","-0,3800","-0,4060","-0,3670","-0,4080","-6,86%"
"17.10.2019","-0,4080","-0,4050","-0,3330","-0,4090","5,97%"
"16.10.2019","-0,3850","-0,4130","-0,3770","-0,4360","-7,67%"
"15.10.2019","-0,4170","-0,4580","-0,4050","-0,4730","-8,15%"
"14.10.2019","-0,4540","-0,4650","-0,4520","-0,4820","2,02%"
"11.10.2019","-0,4450","-0,4650","-0,4270","-0,4990","-5,12%"
"10.10.2019","-0,4690","-0,5480","-0,4660","-0,5540","-14,57%"
"09.10.2019","-0,5490","-0,5860","-0,5440","-0,5910","-7,58%"
"08.10.2019","-0,5940","-0,5560","-0,5440","-0,5990","3,30%"
"07.10.2019","-0,5750","-0,5850","-0,5700","-0,6020","-1,71%"
"05.10.2019","-0,5850","-0,5850","-0,5850","-0,5850","-0,34%"
"04.10.2019","-0,5870","-0,5840","-0,5750","-0,6040","0,00%"
"03.10.2019","-0,5870","-0,5520","-0,5520","-0,6040","7,31%"
"02.10.2019","-0,5470","-0,5430","-0,5250","-0,5570","-2,67%"
"01.10.2019","-0,5620","-0,5490","-0,5090","-0,5690","-1,75%"
"30.09.2019","-0,5720","-0,5800","-0,5420","-0,5830","-0,17%"
"28.09.2019","-0,5730","-0,5770","-0,5730","-0,5770","-0,35%"
"27.09.2019","-0,5750","-0,5810","-0,5630","-0,5970","-1,37%"
"26.09.2019","-0,5830","-0,5730","-0,5640","-0,5940","1,22%"
"25.09.2019","-0,5760","-0,6020","-0,5690","-0,6220","-4,00%"
"24.09.2019","-0,6000","-0,5710","-0,5590","-0,6080","2,92%"
"23.09.2019","-0,5830","-0,5250","-0,5080","-0,5970","11,69%"
"20.09.2019","-0,5220","-0,5050","-0,5000","-0,5260","2,96%"
"19.09.2019","-0,5070","-0,5010","-0,4760","-0,5120","-0,20%"
"18.09.2019","-0,5080","-0,4690","-0,4690","-0,5130","7,17%"
"17.09.2019","-0,4740","-0,4830","-0,4620","-0,4950","-1,25%"
"16.09.2019","-0,4800","-0,4630","-0,4440","-0,4920","7,87%"
"13.09.2019","-0,4450","-0,5020","-0,4340","-0,5140","-15,08%"
"12.09.2019","-0,5240","-0,5540","-0,5080","-0,6470","-6,60%"
"11.09.2019","-0,5610","-0,5420","-0,5270","-0,5740","2,37%"
"10.09.2019","-0,5480","-0,5730","-0,5410","-0,5870","-5,84%"
"09.09.2019","-0,5820","-0,6360","-0,5650","-0,6400","-8,78%"
"07.09.2019","-0,6380","-0,6380","-0,6380","-0,6380","0,16%"
"06.09.2019","-0,6370","-0,5850","-0,5730","-0,6400","7,06%"
"05.09.2019","-0,5950","-0,6570","-0,5710","-0,6700","-11,85%"
"04.09.2019","-0,6750","-0,6910","-0,6350","-0,6980","-3,98%"
"03.09.2019","-0,7030","-0,6990","-0,6940","-0,7430","0,14%"
"02.09.2019","-0,7020","-0,7030","-0,6740","-0,7050","-0,14%"
"30.08.2019","-0,7030","-0,6980","-0,6770","-0,7180","1,30%"
"29.08.2019","-0,6940","-0,7130","-0,6770","-0,7200","-2,25%"
"28.08.2019","-0,7100","-0,6970","-0,6930","-0,7280","2,31%"
"27.08.2019","-0,6940","-0,6680","-0,6650","-0,6980","4,68%"
"26.08.2019","-0,6630","-0,7040","-0,6520","-0,7040","-2,07%"
"23.08.2019","-0,6770","-0,6230","-0,6030","-0,6830","4,96%"
"22.08.2019","-0,6450","-0,6770","-0,6140","-0,6950","-3,87%"
"21.08.2019","-0,6710","-0,6800","-0,6450","-0,6860","-2,89%"
"20.08.2019","-0,6910","-0,6540","-0,6490","-0,7110","6,14%"
"19.08.2019","-0,6510","-0,6730","-0,6240","-0,6910","-4,82%"
"16.08.2019","-0,6840","-0,7080","-0,6450","-0,7270","-3,80%"
"15.08.2019","-0,7110","-0,6610","-0,6410","-0,7140","9,55%"
"14.08.2019","-0,6490","-0,6080","-0,6080","-0,6570","6,74%"
"13.08.2019","-0,6080","-0,6040","-0,5870","-0,6190","2,53%"
"12.08.2019","-0,5930","-0,5720","-0,5710","-0,5970","3,13%"
"09.08.2019","-0,5750","-0,5950","-0,5650","-0,5980","3,05%"
"08.08.2019","-0,5580","-0,5760","-0,5230","-0,5810","-4,12%"
"07.08.2019","-0,5820","-0,5490","-0,5370","-0,6100","8,38%"
"06.08.2019","-0,5370","-0,5110","-0,5090","-0,5440","4,07%"
"05.08.2019","-0,5160","-0,5220","-0,5040","-0,5370","4,24%"
"02.08.2019","-0,4950","-0,4780","-0,4710","-0,5020","10,24%"
"01.08.2019","-0,4490","-0,4330","-0,4120","-0,4660","1,58%"
"31.07.2019","-0,4420","-0,4020","-0,3970","-0,4420","11,34%"
"30.07.2019","-0,3970","-0,3950","-0,3880","-0,4060","2,06%"
